Name,Completion Status,Platforms,Sources
~Hack~ Just Blob,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Kaizo Mario World,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Kaizo Mario World 2,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Kaizo Mario World 3,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Kamek's Island",2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Kamikaze Bros. 3,2 - Not Played,NES/Famicom,RetroAchievements
"~Hack~ Kenny's Adventure",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Kirby 64: Whispy's Trials",2 - Not Played,Nintendo 64,RetroAchievements
"~Hack~ Kirby's Halloween Adventure",2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Klondike Solitaire,2 - Not Played,SG-1000,RetroAchievements
"~Hack~ Knuckles' Emerald Hunt",2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Knuckles the Echidna in Sonic the Hedgehog,2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Knucles the Echidna in Sonic the Hedgehog [Subset - Hold Right to Lose],2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Kong Quest,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Kouhai Mario 2,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Krack The Hack,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Lakitu's Great Adventure",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Last Promise, The",2 - Not Played,Game Boy Advance,RetroAchievements
"~Hack~ Legend of Iowa, The",2 - Not Played,NES/Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: A Link to the Islands",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: A Link to the Past: Hylian Legacy",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: A New Light",2 - Not Played,NES/Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Allhallows Eve",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Ancient Dungeon",2 - Not Played,NES/Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Archipelago",2 - Not Played,Game Boy Color,RetroAchievements
"~Hack~ Legend of Zelda, The: Echoes of the Past",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Gerudo Exile",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Goddess of Wisdom",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Hard Awakening DX",2 - Not Played,Game Boy Color,RetroAchievements
"~Hack~ Legend of Zelda, The: Journey of a Day",2 - Not Played,NES/Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Link's Shadow",2 - Not Played,NES/Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: New Awakening",2 - Not Played,Game Boy Color,RetroAchievements
"~Hack~ Legend of Zelda, The: Parallel Worlds",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: PuzzleDude's Quest",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Secrets of the Past",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Shadow of Night",2 - Not Played,NES/Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: The Shadow's Fall",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Legend of Zelda, The: Winter Solstice",2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Legends of Mario,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ LEGO Mario 64,4 - Beaten,Nintendo 64,RetroAchievements
~Hack~ Letty9 | (9),2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Lighthouse Island,2 - Not Played,Nintendo DS,RetroAchievements
"~Hack~ Lost Levels Enhanced, The",2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Love Yourself,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Lucy's Levitation",2 - Not Played,Nintendo 64,RetroAchievements
"~Hack~ Lug's Delightful Dioramas",2 - Not Played,Nintendo 64,RetroAchievements
"~Hack~ Lug's Tiny Torture",2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Luigi and the Forest Ruins: Rebooted,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Luigi Kaizo King,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Luigi Stardust Adventure,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Luigi's Mansion 64",2 - Not Played,Nintendo 64,RetroAchievements
"~Hack~ Luigi's Mansion: Halloween Haunt",2 - Not Played,GameCube,RetroAchievements
"~Hack~ Luigi's Mansion: Sweet Home",2 - Not Played,GameCube,RetroAchievements
~Hack~ Luminescent,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Lurn 2 Shell,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Manall's FF1",2 - Not Played,NES/Famicom,RetroAchievements
"~Hack~ Manall's FF1 [Subset - Magecore Run]",2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ MARIO,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mario & Luigi: Starlight Island Adventure,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mario Adventure,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mario Aimlessly Drives a Car Around the City 64,5 - Mastered,Nintendo 64,RetroAchievements
~Hack~ Mario and the Mystic Purple Stars,5 - Mastered,Nintendo 64,RetroAchievements
~Hack~ Mario and the Rod of Seasons,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Mario Eisouoku ~ Illusionary Blossom of Cranium Prayer,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mario Forever: SMW Edition,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mario is Missing! Done Right,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mario Kart 64: Amped Up,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Mario Kart Zero,2 - Not Played,Nintendo DS,RetroAchievements
~Hack~ Mario Mania,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mario on Indigo Island,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Mario Party 64,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Mario Party Legacy: Custom Boards - Mario Party 1,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Mario Party Legacy: Custom Boards - Mario Party 2,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Mario Rescues the Golden Mushroom,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mario Saves Christmas,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mario Stops Climate Change 64,4 - Beaten,Nintendo 64,RetroAchievements
~Hack~ Mario Wants His Lemonade,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Mario's Keytastrophe: Rebirth Edition",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Mario's Little Odyssey",2 - Not Played,Nintendo 64,RetroAchievements
"~Hack~ Mario's Mystery Meat",2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Mario's New Earth",4 - Beaten,Nintendo 64,RetroAchievements
"~Hack~ Mario's Picross X",2 - Not Played,Game Boy,RetroAchievements
"~Hack~ Mario's Red Curtain",2 - Not Played,Nintendo DS,RetroAchievements
"~Hack~ Mario's Star Quest",2 - Not Played,Nintendo DS,RetroAchievements
"~Hack~ Mario's Trip",4 - Beaten,Nintendo DS,RetroAchievements
"~Hack~ Mario's Vacation Course",2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Marvel Quiz Quest,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Master Quest 2 Two: Best Buy Edition,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Mega Man 2: Rockman no Constancy: Hard Mode,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mega Man 3: Revamped,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mega Man 3: Revamped [Subset - Bonus],2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mega Man 4: Voyage,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mega Man Arkanoid,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man Battle Network 6: Cybeast Falzar - MegaRock Patch,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Mega Man CX,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mega Man Star Force DX,2 - Not Played,Nintendo DS,RetroAchievements
~Hack~ Mega Man Ultra,2 - Not Played,NES/Famicom,RetroAchievements
"~Hack~ Mega Man Wily's Conquest II: Hyper Edition Turbo!",2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mega Man X in Sonic the Hedgehog 2,2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Mega Man X: Alpha,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X: Alpha Kaizo,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Mega Man X: CadĂª o ChĂ£o, Sharivan?",2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X: Generation,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X: Hard Edition,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X: Hard-Type,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X: Proto Edition,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X: Soft-Type,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X: Tehe Man X,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X: Zero Playable,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X2: Alpha,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X2: Proto Edition,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X2: Ultimate Armor (Hard),2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X2: Zero Playable,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X3: Proto Edition,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X3: Tsuraranoma,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X3: Zero Project,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mega Man X5: Improvement Project Appendum,2 - Not Played,PlayStation,RetroAchievements
"~Hack~ Mega Man X6: N's Edition",2 - Not Played,PlayStation,RetroAchievements
"~Hack~ Mega Man X7: N's Edition",2 - Not Played,PlayStation 2,RetroAchievements
~Hack~ Mega Man: Indonesian Artifact,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mega Man: Ultra Challenge,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mega Mario World: Another Universe,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Megaman 1: Limbo Edition,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Megaman 1: Speed Bomber,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Megaman 1: The New Lands,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Megaman 1: The New Lands Remastered,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Megaman in SMB1,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ MegaMari,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Megatris: Arcade Edition,2 - Not Played,Uzebox,RetroAchievements
~Hack~ Megatris: Arcade Edition [Subset - Bonus],2 - Not Played,Uzebox,RetroAchievements
~Hack~ Menara - Grass Land,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Metal Slug 5 Extend,2 - Not Played,Arcade,RetroAchievements
~Hack~ Metal Sonic Hyperdrive,2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Metal Sonic Rebooted,2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Metroid: Juicy Mission lite,5 - Mastered,Game Boy Advance,RetroAchievements
~Hack~ Metroid: Rogue Dawn,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Metroid: Salt Mission,5 - Mastered,Game Boy Advance,RetroAchievements
~Hack~ Metroid: Scrolls 6,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Metroid: So Little Bubble,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Metroid: SR387,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Metroid: Subzero,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Metroid: The Blue Plague,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Midna's Mario World",2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mini Kaizo Bros. 3,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mini Lunar Ball,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Mintroid,4 - Beaten,Game Boy Advance,RetroAchievements
~Hack~ Mobius Evolution,2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Monolith: The Horror Comp,2 - Not Played,Nintendo DS,RetroAchievements
~Hack~ Monty Mole Island,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Moon Finder,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Mortal Kombat II Unlimited,2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Mortal Kombat: Arcade Edition,2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Mortal Kombat: Shaolin Monks - Unplayable Characters,2 - Not Played,PlayStation 2,RetroAchievements
~Hack~ Mother: 25th Anniversary Edition,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Ms. Pac-Man (speedup),2 - Not Played,Arcade,RetroAchievements
~Hack~ Mushroom Kingdom: Under Crimson Skies,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ My Little Pony: Dr. Discord's Conquest",2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ My QLDC Level,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ NES Mario Kart,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ New Super Kaizo Bros.,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ New Super Mario Bros. Deluxe!,2 - Not Played,Nintendo DS,RetroAchievements
~Hack~ New Super Mario World 1: The Twelve Magic Orbs,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ New Super Mario World 2: Around the World,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Newbie Kaizo World,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Newer Super Mario Bros. DS,2 - Not Played,Nintendo DS,RetroAchievements
~Hack~ Nightmare Cafe I-X,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Nimpize Adventure,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Ninja Gaiden Upgrade A,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Ninja Gaiden: Dragon Scroll,2 - Not Played,NES/Famicom,RetroAchievements
~Hack~ Ninja World,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Ninja World 2,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Ninja World 3,2 - Not Played,SNES/Super Famicom,RetroAchievements
"~Hack~ Ninji Saga, The",2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Nonsense,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Of Jumps and Platforms,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Oh No! More Zombies Ate My Neighbors!,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Only Up! 64,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Oops all keys,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ OverKart 64,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ P Rank 64,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Pac-Man (speedup),2 - Not Played,Arcade,RetroAchievements
~Hack~ Pana der Hejhog,4 - Beaten,Genesis/Mega Drive,RetroAchievements
~Hack~ Pangas Kaizo Kindergarten (For Dummies),2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Panic in the Mushroom Kingdom,2 - Not Played,SNES/Super Famicom,RetroAchievements
~Hack~ Paper Mario: Black Pit,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Paper Mario: Master Quest,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Paper Mario: Multiplayer,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Paper Mario: Pro Mode,2 - Not Played,Nintendo 64,RetroAchievements
"~Hack~ Peach's Fury",4 - Beaten,Nintendo 64,RetroAchievements
~Hack~ Pepsi in Sonic the Hedgehog I,2 - Not Played,Genesis/Mega Drive,RetroAchievements
~Hack~ Phenomena,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Pikmin 251,2 - Not Played,GameCube,RetroAchievements
"~Hack~ Plumber For All Seasons, A",4 - Beaten,SNES/Super Famicom,RetroAchievements
~Hack~ Plutonium Mario 64,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Pokemon Adventure: Red Chapter,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon AshGray Version,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Battle Ultimate,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Black and White 3: Genesis,2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Blue Kaizo,2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokemon Brown Version,2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokemon Crystal Kaizo,2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Dark Rising,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon DarkViolet Version,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon DerErif | Pokemon FireRed Backwards,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Dreams,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Edicion Naranja,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Emerald Kaizo,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Emerald Rogue,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Emerald Rogue V2,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Emerald Version: Party Randomizer Plus,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Emerald Version: Party Randomizer Plus [Subset - Battle Frontier],2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon FireRed: Rocket Edition,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon FireRed: VR Missions,2 - Not Played,Game Boy Advance,RetroAchievements
"~Hack~ Pokemon Fool's Gold",2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Glazed,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Gold 97: Reforged | Pokemon Silver 97: Reforged,2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Grand Dad Version,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Grape Version,2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokemon Kalos Crystal,2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Liquid Crystal Version,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Little Cup Red,2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokémon Mystery Dungeon: Divided Spirits,2 - Not Played,Nintendo DS,RetroAchievements
~Hack~ Pokémon Mystery Dungeon: Future of Hope,2 - Not Played,Nintendo DS,RetroAchievements
~Hack~ Pokemon Orb Version,2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Periwingle Version: Special Blobbos Edition [Subset - Prof. Oak],2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokemon Periwinkle Version: Special Blobbos Edition,2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokemon Pinball Generations,2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Polished Crystal,2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Prism Version,2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Radical Red,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Recharged Yellow,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Regulation Red | Regulation Blue,2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokemon Regulation Red | Regulation Blue [Subset - Solo Challenge],2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokémon Renegade Platinum,2 - Not Played,Nintendo DS,RetroAchievements
~Hack~ Pokemon Snakewood,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Snap: Custom Levels,2 - Not Played,Nintendo 64,RetroAchievements
~Hack~ Pokemon STRIKE! Yellow Version,2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokemon TCG Neo,2 - Not Played,Game Boy Color,RetroAchievements
~Hack~ Pokemon Theta Emerald Renev,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Ultra Violet Version,4 - Beaten,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Unbound,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Unbound [Subset - Professor Oak Challenge],2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon Unova Red,2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokemon Vega,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon WaterBlue Version,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Pokemon: Battle Factory,2 - Not Played,Game Boy,RetroAchievements
~Hack~ Pokemon: Pit of 100 Trials,2 - Not Played,Game Boy Advance,RetroAchievements
~Hack~ Present Panic: A Princess Adventure,2 - Not Played,NES/Famicom,RetroAchievements
